gbifid;decimallongitude;decimallatitude;ISO_CC;CONTINENT;COUNTRY;speciesKey
147586495;-9.666666666666686;7.116666666666666;LBR;Africa;Liberia;2798175
147586496;-9.658333333333353;7.116666666666666;LBR;Africa;Liberia;2798175
147586497;-9.65000000000002;7.116666666666666;LBR;Africa;Liberia;2798175
147586498;-9.641666666666689;7.116666666666666;LBR;Africa;Liberia;2798175
147586499;-9.633333333333354;7.116666666666666;LBR;Africa;Liberia;2798175
147586500;-9.62500000000002;7.116666666666666;LBR;Africa;Liberia;2798175
147586501;-9.616666666666688;7.116666666666666;LBR;Africa;Liberia;2798175
147586502;-9.608333333333356;7.116666666666666;LBR;Africa;Liberia;2798175
147586503;-9.600000000000025;7.116666666666666;LBR;Africa;Liberia;2798175
147586504;-9.59166666666669;7.116666666666666;LBR;Africa;Liberia;2798175
147586505;-9.583333333333355;7.116666666666666;LBR;Africa;Liberia;2798175
147586506;-9.575000000000024;7.116666666666666;LBR;Africa;Liberia;2798175
147586507;-9.566666666666691;7.116666666666666;LBR;Africa;Liberia;2798175
147586508;-9.558333333333358;7.116666666666666;LBR;Africa;Liberia;2798175
147586509;-9.550000000000026;7.116666666666666;LBR;Africa;Liberia;2798175
147586510;-9.541666666666693;7.116666666666666;LBR;Africa;Liberia;2798175
147586511;-9.53333333333336;7.116666666666666;LBR;Africa;Liberia;2798175
147586512;-9.525000000000029;7.116666666666666;LBR;Africa;Liberia;2798175
147586513;-9.516666666666694;7.116666666666666;LBR;Africa;Liberia;2798175
147586514;-9.50833333333336;7.116666666666666;LBR;Africa;Liberia;2798175
147586515;-9.500000000000028;7.116666666666666;LBR;Africa;Liberia;2798175
147586516;-9.491666666666696;7.116666666666666;LBR;Africa;Liberia;2798175
147586517;-9.483333333333364;7.116666666666666;LBR;Africa;Liberia;2798175
147586518;-9.47500000000003;7.116666666666666;LBR;Africa;Liberia;2798175
147586519;-9.466666666666695;7.116666666666666;LBR;Africa;Liberia;2798175
147586520;-9.458333333333364;7.116666666666666;LBR;Africa;Liberia;2798175
147586521;-9.450000000000031;7.116666666666666;LBR;Africa;Liberia;2798175
147586522;-9.441666666666698;7.116666666666666;LBR;Africa;Liberia;2798175
147586523;-9.433333333333366;7.116666666666666;LBR;Africa;Liberia;2798175
147586524;-9.425000000000033;7.116666666666666;LBR;Africa;Liberia;2798175
147586525;-9.4166666666667;7.116666666666666;LBR;Africa;Liberia;2798175
147586526;-9.408333333333369;7.116666666666666;LBR;Africa;Liberia;2798175
147586527;-9.400000000000034;7.116666666666666;LBR;Africa;Liberia;2798175
147586528;-9.3916666666667;7.116666666666666;LBR;Africa;Liberia;2798175
147586529;-9.383333333333368;7.116666666666666;LBR;Africa;Liberia;2798175
147586530;-9.375000000000036;7.116666666666666;LBR;Africa;Liberia;2798175
147586531;-9.366666666666704;7.116666666666666;LBR;Africa;Liberia;2798175
147586532;-9.35833333333337;7.116666666666666;LBR;Africa;Liberia;2798175
147586533;-9.350000000000035;7.116666666666666;LBR;Africa;Liberia;2798175
147586534;-9.341666666666704;7.116666666666666;LBR;Africa;Liberia;2798175
147586535;-9.333333333333371;7.116666666666666;LBR;Africa;Liberia;2798175
147586536;-9.325000000000038;7.116666666666666;LBR;Africa;Liberia;2798175
147586537;-9.316666666666706;7.116666666666666;LBR;Africa;Liberia;2798175
147586538;-9.308333333333373;7.116666666666666;LBR;Africa;Liberia;2798175
147586539;-9.30000000000004;7.116666666666666;LBR;Africa;Liberia;2798175
147586540;-9.291666666666709;7.116666666666666;LBR;Africa;Liberia;2798175
147586541;-9.283333333333374;7.116666666666666;LBR;Africa;Liberia;2798175
147586542;-9.27500000000004;7.116666666666666;LBR;Africa;Liberia;2798175
147586543;-9.266666666666708;7.116666666666666;LBR;Africa;Liberia;2798175
147586544;-9.258333333333375;7.116666666666666;LBR;Africa;Liberia;2798175
147586545;-9.250000000000044;7.116666666666666;LBR;Africa;Liberia;2798175
147586546;-9.24166666666671;7.116666666666666;LBR;Africa;Liberia;2798175
147586547;-9.233333333333375;7.116666666666666;LBR;Africa;Liberia;2798175
147586548;-9.225000000000044;7.116666666666666;LBR;Africa;Liberia;2798175
147586549;-9.216666666666711;7.116666666666666;LBR;Africa;Liberia;2798175
147586550;-9.208333333333378;7.116666666666666;LBR;Africa;Liberia;2798175
147586551;-9.200000000000044;7.116666666666666;LBR;Africa;Liberia;2798175
147586552;-9.191666666666713;7.116666666666666;LBR;Africa;Liberia;2798175
147586553;-9.18333333333338;7.116666666666666;LBR;Africa;Liberia;2798175
147586554;-9.175000000000049;7.116666666666666;LBR;Africa;Liberia;2798175
147586555;-9.166666666666714;7.116666666666666;LBR;Africa;Liberia;2798175
147586556;-9.15833333333338;7.116666666666666;LBR;Africa;Liberia;2798175
147586557;-9.150000000000048;7.116666666666666;LBR;Africa;Liberia;2798175
147586558;-9.141666666666715;7.116666666666666;LBR;Africa;Liberia;2798175
147586559;-9.133333333333384;7.116666666666666;LBR;Africa;Liberia;2798175
147586560;-9.12500000000005;7.116666666666666;LBR;Africa;Liberia;2798175
147586561;-9.116666666666717;7.116666666666666;LBR;Africa;Liberia;2798175
147586562;-9.108333333333384;7.116666666666666;LBR;Africa;Liberia;2798175
147586563;-9.100000000000051;7.116666666666666;LBR;Africa;Liberia;2798175
147586564;-9.091666666666718;7.116666666666666;LBR;Africa;Liberia;2798175
147586565;-9.083333333333384;7.116666666666666;LBR;Africa;Liberia;2798175
147586566;-9.075000000000053;7.116666666666666;LBR;Africa;Liberia;2798175
147586567;-9.06666666666672;7.116666666666666;LBR;Africa;Liberia;2798175
147586568;-9.058333333333389;7.116666666666666;LBR;Africa;Liberia;2798175
147586569;-9.050000000000054;7.116666666666666;LBR;Africa;Liberia;2798175
147586570;-9.04166666666672;7.116666666666666;LBR;Africa;Liberia;2798175
147586571;-9.033333333333388;7.116666666666666;LBR;Africa;Liberia;2798175
147586572;-9.025000000000055;7.116666666666666;LBR;Africa;Liberia;2798175
147586573;-9.016666666666724;7.116666666666666;LBR;Africa;Liberia;2798175
147586574;-9.00833333333339;7.116666666666666;LBR;Africa;Liberia;2798175
147586575;-9.000000000000057;7.116666666666666;LBR;Africa;Liberia;2798175
147586576;-8.991666666666724;7.116666666666666;LBR;Africa;Liberia;2798175
147586577;-8.983333333333391;7.116666666666666;LBR;Africa;Liberia;2798175
147586578;-8.975000000000058;7.116666666666666;LBR;Africa;Liberia;2798175
147586579;-8.966666666666725;7.116666666666666;LBR;Africa;Liberia;2798175
147586580;-8.958333333333393;7.116666666666666;LBR;Africa;Liberia;2798175
147586581;-8.95000000000006;7.116666666666666;LBR;Africa;Liberia;2798175
147586582;-8.941666666666727;7.116666666666666;LBR;Africa;Liberia;2798175
147586583;-8.933333333333394;7.116666666666666;LBR;Africa;Liberia;2798175
147586584;-8.925000000000061;7.116666666666666;LBR;Africa;Liberia;2798175
147586585;-8.916666666666728;7.116666666666666;LBR;Africa;Liberia;2798175
147586586;-8.908333333333395;7.116666666666666;LBR;Africa;Liberia;2798175
147586587;-8.900000000000063;7.116666666666666;LBR;Africa;Liberia;2798175
147586588;-8.89166666666673;7.116666666666666;LBR;Africa;Liberia;2798175
147586589;-8.883333333333397;7.116666666666666;LBR;Africa;Liberia;2798175
147586590;-8.875000000000064;7.116666666666666;LBR;Africa;Liberia;2798175
147586591;-8.866666666666731;7.116666666666666;LBR;Africa;Liberia;2798175
147586592;-8.858333333333398;7.116666666666666;LBR;Africa;Liberia;2798175
147586593;-8.850000000000065;7.116666666666666;LBR;Africa;Liberia;2798175
147586594;-8.841666666666733;7.116666666666666;LBR;Africa;Liberia;2798175
147586595;-8.8333333333334;7.116666666666666;LBR;Africa;Liberia;2798175
147586596;-8.825000000000067;7.116666666666666;LBR;Africa;Liberia;2798175
147586597;-8.816666666666734;7.116666666666666;LBR;Africa;Liberia;2798175
147586598;-8.808333333333401;7.116666666666666;LBR;Africa;Liberia;2798175
147586599;-8.800000000000068;7.116666666666666;LBR;Africa;Liberia;2798175
147586600;-8.791666666666735;7.116666666666666;LBR;Africa;Liberia;2798175
147586601;-8.783333333333402;7.116666666666666;LBR;Africa;Liberia;2798175
147586602;-8.77500000000007;7.116666666666666;LBR;Africa;Liberia;2798175
147586603;-8.766666666666737;7.116666666666666;LBR;Africa;Liberia;2798175
147586604;-8.758333333333404;7.116666666666666;LBR;Africa;Liberia;2798175
147586605;-8.750000000000071;7.116666666666666;LBR;Africa;Liberia;2798175
147586606;-8.741666666666738;7.116666666666666;LBR;Africa;Liberia;2798175
147586607;-8.733333333333405;7.116666666666666;LBR;Africa;Liberia;2798175
147586608;-8.725000000000072;7.116666666666666;LBR;Africa;Liberia;2798175
147586609;-8.71666666666674;7.116666666666666;LBR;Africa;Liberia;2798175
147586610;-8.708333333333407;7.116666666666666;LBR;Africa;Liberia;2798175
147586611;-8.700000000000074;7.116666666666666;LBR;Africa;Liberia;2798175
147586612;-8.691666666666741;7.116666666666666;LBR;Africa;Liberia;2798175
147586613;-8.683333333333408;7.116666666666666;LBR;Africa;Liberia;2798175
147586614;-8.675000000000075;7.116666666666666;LBR;Africa;Liberia;2798175
147586615;-8.666666666666742;7.116666666666666;LBR;Africa;Liberia;2798175
147586616;-8.65833333333341;7.116666666666666;LBR;Africa;Liberia;2798175
147586617;-8.650000000000077;7.116666666666666;LBR;Africa;Liberia;2798175
147586618;-8.641666666666744;7.116666666666666;LBR;Africa;Liberia;2798175
147586619;-8.633333333333411;7.116666666666666;LBR;Africa;Liberia;2798175
147586620;-8.625000000000078;7.116666666666666;LBR;Africa;Liberia;2798175
147586621;-8.616666666666745;7.116666666666666;LBR;Africa;Liberia;2798175
147586622;-8.608333333333412;7.116666666666666;LBR;Africa;Liberia;2798175
147586623;-8.60000000000008;7.116666666666666;LBR;Africa;Liberia;2798175
147586624;-8.591666666666747;7.116666666666666;LBR;Africa;Liberia;2798175
147586625;-8.583333333333414;7.116666666666666;LBR;Africa;Liberia;2798175
147586626;-8.575000000000081;7.116666666666666;LBR;Africa;Liberia;2798175
147586627;-8.566666666666748;7.116666666666666;LBR;Africa;Liberia;2798175
147586628;-8.558333333333415;7.116666666666666;LBR;Africa;Liberia;2798175
147586629;-8.550000000000082;7.116666666666666;LBR;Africa;Liberia;2798175
147586630;-8.54166666666675;7.116666666666666;LBR;Africa;Liberia;2798175
147586631;-8.533333333333417;7.116666666666666;LBR;Africa;Liberia;2798175
147586632;-8.525000000000084;7.116666666666666;LBR;Africa;Liberia;2798175
147586633;-8.516666666666751;7.116666666666666;LBR;Africa;Liberia;2798175
147586634;-8.508333333333418;7.116666666666666;LBR;Africa;Liberia;2798175
147586635;-8.500000000000085;7.116666666666666;LBR;Africa;Liberia;2798175
147586636;-8.491666666666752;7.116666666666666;LBR;Africa;Liberia;2798175
147586637;-8.48333333333342;7.116666666666666;LBR;Africa;Liberia;2798175
147586638;-8.475000000000087;7.116666666666666;LBR;Africa;Liberia;2798175
147586639;-8.466666666666754;7.116666666666666;LBR;Africa;Liberia;2798175
147586640;-8.458333333333421;7.116666666666666;LBR;Africa;Liberia;2798175
147586641;-8.450000000000088;7.116666666666666;LBR;Africa;Liberia;2798175
147586642;-8.441666666666755;7.116666666666666;LBR;Africa;Liberia;2798175
147586643;-8.433333333333422;7.116666666666666;LBR;Africa;Liberia;2798175
147586644;-8.42500000000009;7.116666666666666;LBR;Africa;Liberia;2798175
147586645;-8.416666666666757;7.116666666666666;LBR;Africa;Liberia;2798175
147586646;-8.408333333333424;7.116666666666666;LBR;Africa;Liberia;2798175
147586647;-8.400000000000091;7.116666666666666;LBR;Africa;Liberia;2798175
147586648;-8.391666666666758;7.116666666666666;LBR;Africa;Liberia;2798175
147586649;-8.383333333333425;7.116666666666666;LBR;Africa;Liberia;2798175
147586650;-8.375000000000092;7.116666666666666;LBR;Africa;Liberia;2798175
147586651;-8.36666666666676;7.116666666666666;LBR;Africa;Liberia;2798175
147586652;-8.358333333333427;7.116666666666666;LBR;Africa;Liberia;2798175
147586653;-8.350000000000094;7.116666666666666;LBR;Africa;Liberia;2798175
147586654;-8.341666666666761;7.116666666666666;LBR;Africa;Liberia;2798175
147586655;-8.333333333333428;7.116666666666666;LBR;Africa;Liberia;2798175
147586656;-8.325000000000095;7.116666666666666;LBR;Africa;Liberia;2798175
147586657;-8.316666666666762;7.116666666666666;LBR;Africa;Liberia;2798175
147586658;-8.30833333333343;7.116666666666666;LBR;Africa;Liberia;2798175
147586659;-8.300000000000097;7.116666666666666;LBR;Africa;Liberia;2798175
147586660;-10.0;7.125;LBR;Africa;Liberia;2798175
147586661;-9.991666666666667;7.125;LBR;Africa;Liberia;2798175
147586662;-9.983333333333334;7.125;LBR;Africa;Liberia;2798175
147586663;-9.975;7.125;LBR;Africa;Liberia;2798175
147586664;-9.966666666666669;7.125;LBR;Africa;Liberia;2798175
147586665;-9.958333333333336;7.125;LBR;Africa;Liberia;2798175
147586666;-9.950000000000005;7.125;LBR;Africa;Liberia;2798175
147586667;-9.94166666666667;7.125;LBR;Africa;Liberia;2798175
147586668;-9.933333333333335;7.125;LBR;Africa;Liberia;2798175
147586669;-9.925000000000004;7.125;LBR;Africa;Liberia;2798175
147586670;-9.916666666666671;7.125;LBR;Africa;Liberia;2798175
147586671;-9.90833333333334;7.125;LBR;Africa;Liberia;2798175
147586672;-9.900000000000006;7.125;LBR;Africa;Liberia;2798175
147586673;-9.891666666666673;7.125;LBR;Africa;Liberia;2798175
147586674;-9.88333333333334;7.125;LBR;Africa;Liberia;2798175
147586675;-9.875000000000009;7.125;LBR;Africa;Liberia;2798175
147586676;-9.866666666666674;7.125;LBR;Africa;Liberia;2798175
147586677;-9.85833333333334;7.125;LBR;Africa;Liberia;2798175
147586678;-9.850000000000009;7.125;LBR;Africa;Liberia;2798175
147586679;-9.841666666666676;7.125;LBR;Africa;Liberia;2798175
147586680;-9.833333333333345;7.125;LBR;Africa;Liberia;2798175
147586681;-9.82500000000001;7.125;LBR;Africa;Liberia;2798175
147586682;-9.816666666666675;7.125;LBR;Africa;Liberia;2798175
147586683;-9.808333333333344;7.125;LBR;Africa;Liberia;2798175
147586684;-9.800000000000011;7.125;LBR;Africa;Liberia;2798175
147586685;-9.79166666666668;7.125;LBR;Africa;Liberia;2798175
147586686;-9.783333333333346;7.125;LBR;Africa;Liberia;2798175
147586687;-9.775000000000013;7.125;LBR;Africa;Liberia;2798175
147586688;-9.76666666666668;7.125;LBR;Africa;Liberia;2798175
147586689;-9.758333333333349;7.125;LBR;Africa;Liberia;2798175
147586690;-9.750000000000014;7.125;LBR;Africa;Liberia;2798175
147586691;-9.74166666666668;7.125;LBR;Africa;Liberia;2798175
147586692;-9.733333333333348;7.125;LBR;Africa;Liberia;2798175
147586693;-9.725000000000016;7.125;LBR;Africa;Liberia;2798175
147586694;-9.716666666666685;7.125;LBR;Africa;Liberia;2798175
147586695;-9.70833333333335;7.125;LBR;Africa;Liberia;2798175
147586696;-9.700000000000015;7.125;LBR;Africa;Liberia;2798175
147586697;-9.691666666666684;7.125;LBR;Africa;Liberia;2798175
147586698;-9.683333333333351;7.125;LBR;Africa;Liberia;2798175
147586699;-9.675000000000018;7.125;LBR;Africa;Liberia;2798175
147586700;-9.666666666666686;7.125;LBR;Africa;Liberia;2798175
147586701;-9.658333333333353;7.125;LBR;Africa;Liberia;2798175
147586702;-9.65000000000002;7.125;LBR;Africa;Liberia;2798175
147586703;-9.641666666666689;7.125;LBR;Africa;Liberia;2798175
147586704;-9.633333333333354;7.125;LBR;Africa;Liberia;2798175
147586705;-9.62500000000002;7.125;LBR;Africa;Liberia;2798175
147586706;-9.616666666666688;7.125;LBR;Africa;Liberia;2798175
147586707;-9.608333333333356;7.125;LBR;Africa;Liberia;2798175
147586708;-9.600000000000025;7.125;LBR;Africa;Liberia;2798175
147586709;-9.59166666666669;7.125;LBR;Africa;Liberia;2798175
147586710;-9.583333333333355;7.125;LBR;Africa;Liberia;2798175
147586711;-9.575000000000024;7.125;LBR;Africa;Liberia;2798175
147586712;-9.566666666666691;7.125;LBR;Africa;Liberia;2798175
147586713;-9.558333333333358;7.125;LBR;Africa;Liberia;2798175
147586714;-9.550000000000026;7.125;LBR;Africa;Liberia;2798175
147586715;-9.541666666666693;7.125;LBR;Africa;Liberia;2798175
147586716;-9.53333333333336;7.125;LBR;Africa;Liberia;2798175
147586717;-9.525000000000029;7.125;LBR;Africa;Liberia;2798175
147586718;-9.516666666666694;7.125;LBR;Africa;Liberia;2798175
147586719;-9.50833333333336;7.125;LBR;Africa;Liberia;2798175
147586720;-9.500000000000028;7.125;LBR;Africa;Liberia;2798175
147586721;-9.491666666666696;7.125;LBR;Africa;Liberia;2798175
147586722;-9.483333333333364;7.125;LBR;Africa;Liberia;2798175
147586723;-9.47500000000003;7.125;LBR;Africa;Liberia;2798175
147586724;-9.466666666666695;7.125;LBR;Africa;Liberia;2798175
147586725;-9.458333333333364;7.125;LBR;Africa;Liberia;2798175
147586726;-9.450000000000031;7.125;LBR;Africa;Liberia;2798175
147586727;-9.441666666666698;7.125;LBR;Africa;Liberia;2798175
147586728;-9.433333333333366;7.125;LBR;Africa;Liberia;2798175
147586729;-9.425000000000033;7.125;LBR;Africa;Liberia;2798175
147586730;-9.4166666666667;7.125;LBR;Africa;Liberia;2798175
147586731;-9.408333333333369;7.125;LBR;Africa;Liberia;2798175
147586732;-9.400000000000034;7.125;LBR;Africa;Liberia;2798175
147586733;-9.3916666666667;7.125;LBR;Africa;Liberia;2798175
147586734;-9.383333333333368;7.125;LBR;Africa;Liberia;2798175
147586735;-9.375000000000036;7.125;LBR;Africa;Liberia;2798175
147586736;-9.366666666666704;7.125;LBR;Africa;Liberia;2798175
147586737;-9.35833333333337;7.125;LBR;Africa;Liberia;2798175
147586738;-9.350000000000035;7.125;LBR;Africa;Liberia;2798175
147586739;-9.341666666666704;7.125;LBR;Africa;Liberia;2798175
147586740;-9.333333333333371;7.125;LBR;Africa;Liberia;2798175
147586741;-9.325000000000038;7.125;LBR;Africa;Liberia;2798175
147586742;-9.316666666666706;7.125;LBR;Africa;Liberia;2798175
147586743;-9.308333333333373;7.125;LBR;Africa;Liberia;2798175
147586744;-9.30000000000004;7.125;LBR;Africa;Liberia;2798175
147586745;-9.291666666666709;7.125;LBR;Africa;Liberia;2798175
147586746;-9.283333333333374;7.125;LBR;Africa;Liberia;2798175
147586747;-9.27500000000004;7.125;LBR;Africa;Liberia;2798175
147586748;-9.266666666666708;7.125;LBR;Africa;Liberia;2798175
147586749;-9.258333333333375;7.125;LBR;Africa;Liberia;2798175
147586750;-9.250000000000044;7.125;LBR;Africa;Liberia;2798175
147586751;-9.24166666666671;7.125;LBR;Africa;Liberia;2798175
147586752;-9.233333333333375;7.125;LBR;Africa;Liberia;2798175
147586753;-9.225000000000044;7.125;LBR;Africa;Liberia;2798175
147586754;-9.216666666666711;7.125;LBR;Africa;Liberia;2798175
147586755;-9.208333333333378;7.125;LBR;Africa;Liberia;2798175
147586756;-9.200000000000044;7.125;LBR;Africa;Liberia;2798175
147586757;-9.191666666666713;7.125;LBR;Africa;Liberia;2798175
147586758;-9.18333333333338;7.125;LBR;Africa;Liberia;2798175
147586759;-9.175000000000049;7.125;LBR;Africa;Liberia;2798175
147586760;-9.166666666666714;7.125;LBR;Africa;Liberia;2798175
147586761;-9.15833333333338;7.125;LBR;Africa;Liberia;2798175
147586762;-9.150000000000048;7.125;LBR;Africa;Liberia;2798175
147586763;-9.141666666666715;7.125;LBR;Africa;Liberia;2798175
147586764;-9.133333333333384;7.125;LBR;Africa;Liberia;2798175
147586765;-9.12500000000005;7.125;LBR;Africa;Liberia;2798175
147586766;-9.116666666666717;7.125;LBR;Africa;Liberia;2798175
147586767;-9.108333333333384;7.125;LBR;Africa;Liberia;2798175
147586768;-9.100000000000051;7.125;LBR;Africa;Liberia;2798175
147586769;-9.091666666666718;7.125;LBR;Africa;Liberia;2798175
147586770;-9.083333333333384;7.125;LBR;Africa;Liberia;2798175
147586771;-9.075000000000053;7.125;LBR;Africa;Liberia;2798175
147586772;-9.06666666666672;7.125;LBR;Africa;Liberia;2798175
147586773;-9.058333333333389;7.125;LBR;Africa;Liberia;2798175
147586774;-9.050000000000054;7.125;LBR;Africa;Liberia;2798175
147586775;-9.04166666666672;7.125;LBR;Africa;Liberia;2798175
147586776;-9.033333333333388;7.125;LBR;Africa;Liberia;2798175
147586777;-9.025000000000055;7.125;LBR;Africa;Liberia;2798175
147586778;-9.016666666666724;7.125;LBR;Africa;Liberia;2798175
147586779;-9.00833333333339;7.125;LBR;Africa;Liberia;2798175
147586780;-9.000000000000057;7.125;LBR;Africa;Liberia;2798175
147586781;-8.991666666666724;7.125;LBR;Africa;Liberia;2798175
147586782;-8.983333333333391;7.125;LBR;Africa;Liberia;2798175
147586783;-8.975000000000058;7.125;LBR;Africa;Liberia;2798175
147586784;-8.966666666666725;7.125;LBR;Africa;Liberia;2798175
147586785;-8.958333333333393;7.125;LBR;Africa;Liberia;2798175
147586786;-8.95000000000006;7.125;LBR;Africa;Liberia;2798175
147586787;-8.941666666666727;7.125;LBR;Africa;Liberia;2798175
147586788;-8.933333333333394;7.125;LBR;Africa;Liberia;2798175
147586789;-8.925000000000061;7.125;LBR;Africa;Liberia;2798175
147586790;-8.916666666666728;7.125;LBR;Africa;Liberia;2798175
147586791;-8.908333333333395;7.125;LBR;Africa;Liberia;2798175
147586792;-8.900000000000063;7.125;LBR;Africa;Liberia;2798175
147586793;-8.89166666666673;7.125;LBR;Africa;Liberia;2798175
147586794;-8.883333333333397;7.125;LBR;Africa;Liberia;2798175
147586795;-8.875000000000064;7.125;LBR;Africa;Liberia;2798175
147586796;-8.866666666666731;7.125;LBR;Africa;Liberia;2798175
147586797;-8.858333333333398;7.125;LBR;Africa;Liberia;2798175
147586798;-8.850000000000065;7.125;LBR;Africa;Liberia;2798175
147586799;-8.841666666666733;7.125;LBR;Africa;Liberia;2798175
147586800;-8.8333333333334;7.125;LBR;Africa;Liberia;2798175
147586801;-8.825000000000067;7.125;LBR;Africa;Liberia;2798175
147586802;-8.816666666666734;7.125;LBR;Africa;Liberia;2798175
147586803;-8.808333333333401;7.125;LBR;Africa;Liberia;2798175
147586804;-8.800000000000068;7.125;LBR;Africa;Liberia;2798175
147586805;-8.791666666666735;7.125;LBR;Africa;Liberia;2798175
147586806;-8.783333333333402;7.125;LBR;Africa;Liberia;2798175
147586807;-8.77500000000007;7.125;LBR;Africa;Liberia;2798175
147586808;-8.766666666666737;7.125;LBR;Africa;Liberia;2798175
147586809;-8.758333333333404;7.125;LBR;Africa;Liberia;2798175
147586810;-8.750000000000071;7.125;LBR;Africa;Liberia;2798175
147586811;-8.741666666666738;7.125;LBR;Africa;Liberia;2798175
147586812;-8.733333333333405;7.125;LBR;Africa;Liberia;2798175
147586813;-8.725000000000072;7.125;LBR;Africa;Liberia;2798175
147586814;-8.71666666666674;7.125;LBR;Africa;Liberia;2798175
147586815;-8.708333333333407;7.125;LBR;Africa;Liberia;2798175
147586816;-8.700000000000074;7.125;LBR;Africa;Liberia;2798175
147586817;-8.691666666666741;7.125;LBR;Africa;Liberia;2798175
147586818;-8.683333333333408;7.125;LBR;Africa;Liberia;2798175
147586819;-8.675000000000075;7.125;LBR;Africa;Liberia;2798175
147586820;-8.666666666666742;7.125;LBR;Africa;Liberia;2798175
147586821;-8.65833333333341;7.125;LBR;Africa;Liberia;2798175
147586822;-8.650000000000077;7.125;LBR;Africa;Liberia;2798175
147586823;-8.641666666666744;7.125;LBR;Africa;Liberia;2798175
147586824;-8.633333333333411;7.125;LBR;Africa;Liberia;2798175
147586825;-8.625000000000078;7.125;LBR;Africa;Liberia;2798175
147586826;-8.616666666666745;7.125;LBR;Africa;Liberia;2798175
147586827;-8.608333333333412;7.125;LBR;Africa;Liberia;2798175
147586828;-8.60000000000008;7.125;LBR;Africa;Liberia;2798175
147586829;-8.591666666666747;7.125;LBR;Africa;Liberia;2798175
147586830;-8.583333333333414;7.125;LBR;Africa;Liberia;2798175
147586831;-8.575000000000081;7.125;LBR;Africa;Liberia;2798175
147586832;-8.566666666666748;7.125;LBR;Africa;Liberia;2798175
147586833;-8.558333333333415;7.125;LBR;Africa;Liberia;2798175
147586834;-8.550000000000082;7.125;LBR;Africa;Liberia;2798175
147586835;-8.54166666666675;7.125;LBR;Africa;Liberia;2798175
147586836;-8.533333333333417;7.125;LBR;Africa;Liberia;2798175
147586837;-8.525000000000084;7.125;LBR;Africa;Liberia;2798175
147586838;-8.516666666666751;7.125;LBR;Africa;Liberia;2798175
147586839;-8.508333333333418;7.125;LBR;Africa;Liberia;2798175
147586840;-8.500000000000085;7.125;LBR;Africa;Liberia;2798175
147586841;-8.491666666666752;7.125;LBR;Africa;Liberia;2798175
147586842;-8.48333333333342;7.125;LBR;Africa;Liberia;2798175
147586843;-8.475000000000087;7.125;LBR;Africa;Liberia;2798175
147586844;-8.466666666666754;7.125;LBR;Africa;Liberia;2798175
147586845;-8.458333333333421;7.125;LBR;Africa;Liberia;2798175
147586846;-8.450000000000088;7.125;LBR;Africa;Liberia;2798175
147586847;-8.441666666666755;7.125;LBR;Africa;Liberia;2798175
147586848;-8.433333333333422;7.125;LBR;Africa;Liberia;2798175
147586849;-8.42500000000009;7.125;LBR;Africa;Liberia;2798175
147586850;-8.416666666666757;7.125;LBR;Africa;Liberia;2798175
147586851;-8.408333333333424;7.125;LBR;Africa;Liberia;2798175
147586852;-8.400000000000091;7.125;LBR;Africa;Liberia;2798175
147586853;-8.391666666666758;7.125;LBR;Africa;Liberia;2798175
147586854;-8.383333333333425;7.125;LBR;Africa;Liberia;2798175
147586855;-8.375000000000092;7.125;LBR;Africa;Liberia;2798175
147586856;-8.36666666666676;7.125;LBR;Africa;Liberia;2798175
147586857;-8.358333333333427;7.125;LBR;Africa;Liberia;2798175
147586858;-8.350000000000094;7.125;LBR;Africa;Liberia;2798175
147586859;-8.341666666666761;7.125;LBR;Africa;Liberia;2798175
147586860;-8.333333333333428;7.125;LBR;Africa;Liberia;2798175
147586861;-8.325000000000095;7.125;LBR;Africa;Liberia;2798175
147586862;-8.316666666666762;7.125;LBR;Africa;Liberia;2798175
147586863;-8.30833333333343;7.125;LBR;Africa;Liberia;2798175
147586864;-8.300000000000097;7.125;LBR;Africa;Liberia;2798175
147586865;-10.0;7.133333333333333;LBR;Africa;Liberia;2798175
147586866;-9.991666666666667;7.133333333333333;LBR;Africa;Liberia;2798175
147586867;-9.983333333333334;7.133333333333333;LBR;Africa;Liberia;2798175
147586868;-9.975;7.133333333333333;LBR;Africa;Liberia;2798175
147586869;-9.966666666666669;7.133333333333333;LBR;Africa;Liberia;2798175
147586870;-9.958333333333336;7.133333333333333;LBR;Africa;Liberia;2798175
147586871;-9.950000000000005;7.133333333333333;LBR;Africa;Liberia;2798175
147586872;-9.94166666666667;7.133333333333333;LBR;Africa;Liberia;2798175
147586873;-9.933333333333335;7.133333333333333;LBR;Africa;Liberia;2798175
147586874;-9.925000000000004;7.133333333333333;LBR;Africa;Liberia;2798175
147586875;-9.916666666666671;7.133333333333333;LBR;Africa;Liberia;2798175
147586876;-9.90833333333334;7.133333333333333;LBR;Africa;Liberia;2798175
147586877;-9.900000000000006;7.133333333333333;LBR;Africa;Liberia;2798175
147586878;-9.891666666666673;7.133333333333333;LBR;Africa;Liberia;2798175
147586879;-9.88333333333334;7.133333333333333;LBR;Africa;Liberia;2798175
147586880;-9.875000000000009;7.133333333333333;LBR;Africa;Liberia;2798175
147586881;-9.866666666666674;7.133333333333333;LBR;Africa;Liberia;2798175
147586882;-9.85833333333334;7.133333333333333;LBR;Africa;Liberia;2798175
147586883;-9.850000000000009;7.133333333333333;LBR;Africa;Liberia;2798175
